"TIME","GEO","INDIC_NA","AGGREG95","Value","Flag and Footnotes"
"2007","Euro area (17 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01460",""
"2007","Euro area (16 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01546",""
"2007","Euro area (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01973",""
"2007","Euro area (13 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02032",""
"2007","Euro area (12 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02155",""
"2007","Euro area (11 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02563",""
"2007","Belgium","Purchasing power parities (EU28=1)","Gross Domestic Product","1.09298",""
"2007","Bulgaria","Purchasing power parities (EU28=1)","Gross Domestic Product","0.784461",""
"2007","Czech Republic","Purchasing power parities (EU28=1)","Gross Domestic Product","17.1859",""
"2007","Denmark","Purchasing power parities (EU28=1)","Gross Domestic Product","10.1491",""
"2007","Germany (until 1990 former territory of the FRG)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02370",""
"2007","Estonia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.683916",""
"2007","Ireland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.18124",""
"2007","Greece","Purchasing power parities (EU28=1)","Gross Domestic Product","0.885687",""
"2007","Spain","Purchasing power parities (EU28=1)","Gross Domestic Product","0.897809",""
"2007","France","Purchasing power parities (EU28=1)","Gross Domestic Product","1.10055",""
"2007","Croatia","Purchasing power parities (EU28=1)","Gross Domestic Product","4.73233",""
"2007","Italy","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00687",""
"2007","Cyprus","Purchasing power parities (EU28=1)","Gross Domestic Product","0.876300",""
"2007","Latvia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.664058",""
"2007","Lithuania","Purchasing power parities (EU28=1)","Gross Domestic Product","0.574564",""
"2007","Luxembourg","Purchasing power parities (EU28=1)","Gross Domestic Product","1.13944",""
"2007","Hungary","Purchasing power parities (EU28=1)","Gross Domestic Product","161.860",""
"2007","Malta","Purchasing power parities (EU28=1)","Gross Domestic Product","0.699844",""
"2007","Netherlands","Purchasing power parities (EU28=1)","Gross Domestic Product","1.05676",""
"2007","Austria","Purchasing power parities (EU28=1)","Gross Domestic Product","1.06912",""
"2007","Poland","Purchasing power parities (EU28=1)","Gross Domestic Product","2.27154",""
"2007","Portugal","Purchasing power parities (EU28=1)","Gross Domestic Product","0.813229",""
"2007","Romania","Purchasing power parities (EU28=1)","Gross Domestic Product","1.86402",""
"2007","Slovenia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.775583",""
"2007","Slovakia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.672567",""
"2007","Finland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.15927",""
"2007","Sweden","Purchasing power parities (EU28=1)","Gross Domestic Product","10.9506",""
"2007","United Kingdom","Purchasing power parities (EU28=1)","Gross Domestic Product","0.795383",""
"2007","Iceland","Purchasing power parities (EU28=1)","Gross Domestic Product","139.395",""
"2007","Norway","Purchasing power parities (EU28=1)","Gross Domestic Product","10.8160",""
"2007","Switzerland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.97303",""
"2007","Montenegro","Purchasing power parities (EU28=1)","Gross Domestic Product","0.429679",""
"2007","Former Yugoslav Republic of Macedonia, the","Purchasing power parities (EU28=1)","Gross Domestic Product","23.1620",""
"2007","Albania","Purchasing power parities (EU28=1)","Gross Domestic Product","52.4302",""
"2007","Serbia","Purchasing power parities (EU28=1)","Gross Domestic Product","37.6168",""
"2007","Turkey","Purchasing power parities (EU28=1)","Gross Domestic Product","1.06508",""
"2007","Bosnia and Herzegovina","Purchasing power parities (EU28=1)","Gross Domestic Product","0.901504",""
"2007","Kosovo (under United Nations Security Council Resolution 1244/99)","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2007","United States","Purchasing power parities (EU28=1)","Gross Domestic Product","1.23240",""
"2007","Japan","Purchasing power parities (EU28=1)","Gross Domestic Product","148.255",""
"2008","European Union (28 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00000",""
"2008","European Union (27 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00176",""
"2008","European Union (25 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01486",""
"2008","European Union (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.04917",""
"2008","Euro area (19 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02931",""
"2008","Euro area (18 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03154",""
"2008","Euro area (17 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03268",""
"2008","Euro area (16 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03352",""
"2008","Euro area (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03764",""
"2008","Euro area (13 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03832",""
"2008","Euro area (12 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03948",""
"2008","Euro area (11 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.04383",""
"2008","Belgium","Purchasing power parities (EU28=1)","Gross Domestic Product","1.11823",""
"2008","Bulgaria","Purchasing power parities (EU28=1)","Gross Domestic Product","0.836222",""
"2008","Czech Republic","Purchasing power parities (EU28=1)","Gross Domestic Product","18.2576",""
"2008","Denmark","Purchasing power parities (EU28=1)","Gross Domestic Product","10.2570",""
"2008","Germany (until 1990 former territory of the FRG)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03905",""
"2008","Estonia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.702569",""
"2008","Ireland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.21812",""
"2008","Greece","Purchasing power parities (EU28=1)","Gross Domestic Product","0.897408",""
"2008","Spain","Purchasing power parities (EU28=1)","Gross Domestic Product","0.921884",""
"2008","France","Purchasing power parities (EU28=1)","Gross Domestic Product","1.12941",""
"2008","Croatia","Purchasing power parities (EU28=1)","Gross Domestic Product","4.90462",""
"2008","Italy","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00988",""
"2008","Cyprus","Purchasing power parities (EU28=1)","Gross Domestic Product","0.877064",""
"2008","Latvia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.719292",""
"2008","Lithuania","Purchasing power parities (EU28=1)","Gross Domestic Product","0.629299",""
"2008","Luxembourg","Purchasing power parities (EU28=1)","Gross Domestic Product","1.16012",""
"2008","Hungary","Purchasing power parities (EU28=1)","Gross Domestic Product","165.691",""
"2008","Malta","Purchasing power parities (EU28=1)","Gross Domestic Product","0.717206",""
"2008","Netherlands","Purchasing power parities (EU28=1)","Gross Domestic Product","1.07832",""
"2008","Austria","Purchasing power parities (EU28=1)","Gross Domestic Product","1.09133",""
"2008","Poland","Purchasing power parities (EU28=1)","Gross Domestic Product","2.37664",""
"2008","Portugal","Purchasing power parities (EU28=1)","Gross Domestic Product","0.831094",""
"2008","Romania","Purchasing power parities (EU28=1)","Gross Domestic Product","2.04420",""
"2008","Slovenia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.812069",""
"2008","Slovakia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.681887",""
"2008","Finland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.17472",""
"2008","Sweden","Purchasing power parities (EU28=1)","Gross Domestic Product","11.2313",""
"2008","United Kingdom","Purchasing power parities (EU28=1)","Gross Domestic Product","0.833186",""
"2008","Iceland","Purchasing power parities (EU28=1)","Gross Domestic Product","150.319",""
"2008","Norway","Purchasing power parities (EU28=1)","Gross Domestic Product","11.2041",""
"2008","Switzerland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.98254",""
"2008","Montenegro","Purchasing power parities (EU28=1)","Gross Domestic Product","0.459946",""
"2008","Former Yugoslav Republic of Macedonia, the","Purchasing power parities (EU28=1)","Gross Domestic Product","23.9475",""
"2008","Albania","Purchasing power parities (EU28=1)","Gross Domestic Product","53.5277",""
"2008","Serbia","Purchasing power parities (EU28=1)","Gross Domestic Product","40.1984",""
"2008","Turkey","Purchasing power parities (EU28=1)","Gross Domestic Product","1.13942",""
"2008","Bosnia and Herzegovina","Purchasing power parities (EU28=1)","Gross Domestic Product","0.966663",""
"2008","Kosovo (under United Nations Security Council Resolution 1244/99)","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2008","United States","Purchasing power parities (EU28=1)","Gross Domestic Product","1.28016",""
"2008","Japan","Purchasing power parities (EU28=1)","Gross Domestic Product","149.582",""
"2009","European Union (28 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00000",""
"2009","European Union (27 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00160",""
"2009","European Union (25 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01580",""
"2009","European Union (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.05817",""
"2009","Euro area (19 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.05543",""
"2009","Euro area (18 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.05760",""
"2009","Euro area (17 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.05878",""
"2009","Euro area (16 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.05962",""
"2009","Euro area (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.06376",""
"2009","Euro area (13 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.06452",""
"2009","Euro area (12 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.06554",""
"2009","Euro area (11 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.06981",""
"2009","Belgium","Purchasing power parities (EU28=1)","Gross Domestic Product","1.14113",""
"2009","Bulgaria","Purchasing power parities (EU28=1)","Gross Domestic Product","0.874620",""
"2009","Czech Republic","Purchasing power parities (EU28=1)","Gross Domestic Product","18.4804",""
"2009","Denmark","Purchasing power parities (EU28=1)","Gross Domestic Product","10.4147",""
"2009","Germany (until 1990 former territory of the FRG)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.07586",""
"2009","Estonia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.697290",""
"2009","Ireland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.18606",""
"2009","Greece","Purchasing power parities (EU28=1)","Gross Domestic Product","0.927385",""
"2009","Spain","Purchasing power parities (EU28=1)","Gross Domestic Product","0.943251",""
"2009","France","Purchasing power parities (EU28=1)","Gross Domestic Product","1.14466",""
"2009","Croatia","Purchasing power parities (EU28=1)","Gross Domestic Product","5.12172",""
"2009","Italy","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03619",""
"2009","Cyprus","Purchasing power parities (EU28=1)","Gross Domestic Product","0.889055",""
"2009","Latvia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.685337",""
"2009","Lithuania","Purchasing power parities (EU28=1)","Gross Domestic Product","0.619289",""
"2009","Luxembourg","Purchasing power parities (EU28=1)","Gross Domestic Product","1.20595",""
"2009","Hungary","Purchasing power parities (EU28=1)","Gross Domestic Product","166.939",""
"2009","Malta","Purchasing power parities (EU28=1)","Gross Domestic Product","0.727416",""
"2009","Netherlands","Purchasing power parities (EU28=1)","Gross Domestic Product","1.11873",""
"2009","Austria","Purchasing power parities (EU28=1)","Gross Domestic Product","1.12244",""
"2009","Poland","Purchasing power parities (EU28=1)","Gross Domestic Product","2.47901",""
"2009","Portugal","Purchasing power parities (EU28=1)","Gross Domestic Product","0.841959",""
"2009","Romania","Purchasing power parities (EU28=1)","Gross Domestic Product","2.10666",""
"2009","Slovenia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.856848",""
"2009","Slovakia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.679627",""
"2009","Finland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.20077",""
"2009","Sweden","Purchasing power parities (EU28=1)","Gross Domestic Product","11.8538",""
"2009","United Kingdom","Purchasing power parities (EU28=1)","Gross Domestic Product","0.872093",""
"2009","Iceland","Purchasing power parities (EU28=1)","Gross Domestic Product","166.193",""
"2009","Norway","Purchasing power parities (EU28=1)","Gross Domestic Product","11.9077",""
"2009","Switzerland","Purchasing power parities (EU28=1)","Gross Domestic Product","2.01925",""
"2009","Montenegro","Purchasing power parities (EU28=1)","Gross Domestic Product","0.488166",""
"2009","Former Yugoslav Republic of Macedonia, the","Purchasing power parities (EU28=1)","Gross Domestic Product","23.6768",""
"2009","Albania","Purchasing power parities (EU28=1)","Gross Domestic Product","55.5971",""
"2009","Serbia","Purchasing power parities (EU28=1)","Gross Domestic Product","44.3065",""
"2009","Turkey","Purchasing power parities (EU28=1)","Gross Domestic Product","1.21272",""
"2009","Bosnia and Herzegovina","Purchasing power parities (EU28=1)","Gross Domestic Product","0.988028",""
"2009","Kosovo (under United Nations Security Council Resolution 1244/99)","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2009","United States","Purchasing power parities (EU28=1)","Gross Domestic Product","1.32921",""
"2009","Japan","Purchasing power parities (EU28=1)","Gross Domestic Product","153.519",""
"2010","European Union (28 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.000000",""
"2010","European Union (27 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00149",""
"2010","European Union (25 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01578",""
"2010","European Union (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.05815",""
"2010","Euro area (19 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03638",""
"2010","Euro area (18 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03868",""
"2010","Euro area (17 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03990",""
"2010","Euro area (16 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.04074",""
"2010","Euro area (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.04490",""
"2010","Euro area (13 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.04559",""
"2010","Euro area (12 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.04658",""
"2010","Euro area (11 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.05017",""
"2010","Belgium","Purchasing power parities (EU28=1)","Gross Domestic Product","1.10920",""
"2010","Bulgaria","Purchasing power parities (EU28=1)","Gross Domestic Product","0.867246",""
"2010","Czech Republic","Purchasing power parities (EU28=1)","Gross Domestic Product","18.2847",""
"2010","Denmark","Purchasing power parities (EU28=1)","Gross Domestic Product","10.1622",""
"2010","Germany (until 1990 former territory of the FRG)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.04369",""
"2010","Estonia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.686561",""
"2010","Ireland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.10474",""
"2010","Greece","Purchasing power parities (EU28=1)","Gross Domestic Product","0.919588",""
"2010","Spain","Purchasing power parities (EU28=1)","Gross Domestic Product","0.940028",""
"2010","France","Purchasing power parities (EU28=1)","Gross Domestic Product","1.12283",""
"2010","Croatia","Purchasing power parities (EU28=1)","Gross Domestic Product","5.12960",""
"2010","Italy","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02246",""
"2010","Cyprus","Purchasing power parities (EU28=1)","Gross Domestic Product","0.887489",""
"2010","Latvia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.643525",""
"2010","Lithuania","Purchasing power parities (EU28=1)","Gross Domestic Product","0.590793",""
"2010","Luxembourg","Purchasing power parities (EU28=1)","Gross Domestic Product","1.20863",""
"2010","Hungary","Purchasing power parities (EU28=1)","Gross Domestic Product","164.403",""
"2010","Malta","Purchasing power parities (EU28=1)","Gross Domestic Product","0.730572",""
"2010","Netherlands","Purchasing power parities (EU28=1)","Gross Domestic Product","1.11313",""
"2010","Austria","Purchasing power parities (EU28=1)","Gross Domestic Product","1.10269",""
"2010","Poland","Purchasing power parities (EU28=1)","Gross Domestic Product","2.38518",""
"2010","Portugal","Purchasing power parities (EU28=1)","Gross Domestic Product","0.828240",""
"2010","Romania","Purchasing power parities (EU28=1)","Gross Domestic Product","2.08549",""
"2010","Slovenia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.840531",""
"2010","Slovakia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.668544",""
"2010","Finland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.19366",""
"2010","Sweden","Purchasing power parities (EU28=1)","Gross Domestic Product","11.7871",""
"2010","United Kingdom","Purchasing power parities (EU28=1)","Gross Domestic Product","0.905748",""
"2010","Iceland","Purchasing power parities (EU28=1)","Gross Domestic Product","172.768",""
"2010","Norway","Purchasing power parities (EU28=1)","Gross Domestic Product","11.8114",""
"2010","Switzerland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.97788",""
"2010","Montenegro","Purchasing power parities (EU28=1)","Gross Domestic Product","0.492252",""
"2010","Former Yugoslav Republic of Macedonia, the","Purchasing power parities (EU28=1)","Gross Domestic Product","23.8074",""
"2010","Albania","Purchasing power parities (EU28=1)","Gross Domestic Product","59.9776",""
"2010","Serbia","Purchasing power parities (EU28=1)","Gross Domestic Product","46.6934",""
"2010","Turkey","Purchasing power parities (EU28=1)","Gross Domestic Product","1.23260",""
"2010","Bosnia and Herzegovina","Purchasing power parities (EU28=1)","Gross Domestic Product","0.969201",""
"2010","Kosovo (under United Nations Security Council Resolution 1244/99)","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2010","United States","Purchasing power parities (EU28=1)","Gross Domestic Product","1.31130",""
"2010","Japan","Purchasing power parities (EU28=1)","Gross Domestic Product","146.385",""
"2011","European Union (28 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00000",""
"2011","European Union (27 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00166",""
"2011","European Union (25 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01582",""
"2011","European Union (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.05960",""
"2011","Euro area (19 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03411",""
"2011","Euro area (18 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03644",""
"2011","Euro area (17 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03763",""
"2011","Euro area (16 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03851",""
"2011","Euro area (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.04240",""
"2011","Euro area (13 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.04296",""
"2011","Euro area (12 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.04395",""
"2011","Euro area (11 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.04683",""
"2011","Belgium","Purchasing power parities (EU28=1)","Gross Domestic Product","1.11012",""
"2011","Bulgaria","Purchasing power parities (EU28=1)","Gross Domestic Product","0.926069",""
"2011","Czech Republic","Purchasing power parities (EU28=1)","Gross Domestic Product","17.7602",""
"2011","Denmark","Purchasing power parities (EU28=1)","Gross Domestic Product","10.0725",""
"2011","Germany (until 1990 former territory of the FRG)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03947",""
"2011","Estonia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.694823",""
"2011","Ireland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.10301",""
"2011","Greece","Purchasing power parities (EU28=1)","Gross Domestic Product","0.928134",""
"2011","Spain","Purchasing power parities (EU28=1)","Gross Domestic Product","0.933169",""
"2011","France","Purchasing power parities (EU28=1)","Gross Domestic Product","1.11924",""
"2011","Croatia","Purchasing power parities (EU28=1)","Gross Domestic Product","5.00664",""
"2011","Italy","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01907",""
"2011","Cyprus","Purchasing power parities (EU28=1)","Gross Domestic Product","0.920422",""
"2011","Latvia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.669831",""
"2011","Lithuania","Purchasing power parities (EU28=1)","Gross Domestic Product","0.607130",""
"2011","Luxembourg","Purchasing power parities (EU28=1)","Gross Domestic Product","1.18573",""
"2011","Hungary","Purchasing power parities (EU28=1)","Gross Domestic Product","165.461",""
"2011","Malta","Purchasing power parities (EU28=1)","Gross Domestic Product","0.756279",""
"2011","Netherlands","Purchasing power parities (EU28=1)","Gross Domestic Product","1.10059",""
"2011","Austria","Purchasing power parities (EU28=1)","Gross Domestic Product","1.10745",""
"2011","Poland","Purchasing power parities (EU28=1)","Gross Domestic Product","2.42259",""
"2011","Portugal","Purchasing power parities (EU28=1)","Gross Domestic Product","0.821283",""
"2011","Romania","Purchasing power parities (EU28=1)","Gross Domestic Product","2.10956",""
"2011","Slovenia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.835575",""
"2011","Slovakia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.687299",""
"2011","Finland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.20325",""
"2011","Sweden","Purchasing power parities (EU28=1)","Gross Domestic Product","11.7358",""
"2011","United Kingdom","Purchasing power parities (EU28=1)","Gross Domestic Product","0.927465",""
"2011","Iceland","Purchasing power parities (EU28=1)","Gross Domestic Product","178.625",""
"2011","Norway","Purchasing power parities (EU28=1)","Gross Domestic Product","11.9103",""
"2011","Switzerland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.89896",""
"2011","Montenegro","Purchasing power parities (EU28=1)","Gross Domestic Product","0.490967",""
"2011","Former Yugoslav Republic of Macedonia, the","Purchasing power parities (EU28=1)","Gross Domestic Product","25.5856",""
"2011","Albania","Purchasing power parities (EU28=1)","Gross Domestic Product","61.5693",""
"2011","Serbia","Purchasing power parities (EU28=1)","Gross Domestic Product","49.6670",""
"2011","Turkey","Purchasing power parities (EU28=1)","Gross Domestic Product","1.31482",""
"2011","Bosnia and Herzegovina","Purchasing power parities (EU28=1)","Gross Domestic Product","0.962174",""
"2011","Kosovo (under United Nations Security Council Resolution 1244/99)","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2011","United States","Purchasing power parities (EU28=1)","Gross Domestic Product","1.32559",""
"2011","Japan","Purchasing power parities (EU28=1)","Gross Domestic Product","142.440",""
"2012","European Union (28 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00000",""
"2012","European Union (27 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00179",""
"2012","European Union (25 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01729",""
"2012","European Union (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.06374",""
"2012","Euro area (19 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02510",""
"2012","Euro area (18 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02755",""
"2012","Euro area (17 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02875",""
"2012","Euro area (16 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02967",""
"2012","Euro area (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03366",""
"2012","Euro area (13 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03416",""
"2012","Euro area (12 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03522",""
"2012","Euro area (11 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03890",""
"2012","Belgium","Purchasing power parities (EU28=1)","Gross Domestic Product","1.09786",""
"2012","Bulgaria","Purchasing power parities (EU28=1)","Gross Domestic Product","0.916728",""
"2012","Czech Republic","Purchasing power parities (EU28=1)","Gross Domestic Product","17.6973",""
"2012","Denmark","Purchasing power parities (EU28=1)","Gross Domestic Product","10.0611",""
"2012","Germany (until 1990 former territory of the FRG)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03874",""
"2012","Estonia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.694381",""
"2012","Ireland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.09414",""
"2012","Greece","Purchasing power parities (EU28=1)","Gross Domestic Product","0.881012",""
"2012","Spain","Purchasing power parities (EU28=1)","Gross Domestic Product","0.914516",""
"2012","France","Purchasing power parities (EU28=1)","Gross Domestic Product","1.12178",""
"2012","Croatia","Purchasing power parities (EU28=1)","Gross Domestic Product","4.87163",""
"2012","Italy","Purchasing power parities (EU28=1)","Gross Domestic Product","0.997927",""
"2012","Cyprus","Purchasing power parities (EU28=1)","Gross Domestic Product","0.930649",""
"2012","Latvia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.671114",""
"2012","Lithuania","Purchasing power parities (EU28=1)","Gross Domestic Product","0.602721",""
"2012","Luxembourg","Purchasing power parities (EU28=1)","Gross Domestic Product","1.19520",""
"2012","Hungary","Purchasing power parities (EU28=1)","Gross Domestic Product","168.074",""
"2012","Malta","Purchasing power parities (EU28=1)","Gross Domestic Product","0.768500",""
"2012","Netherlands","Purchasing power parities (EU28=1)","Gross Domestic Product","1.09608",""
"2012","Austria","Purchasing power parities (EU28=1)","Gross Domestic Product","1.08438",""
"2012","Poland","Purchasing power parities (EU28=1)","Gross Domestic Product","2.39784",""
"2012","Portugal","Purchasing power parities (EU28=1)","Gross Domestic Product","0.780645",""
"2012","Romania","Purchasing power parities (EU28=1)","Gross Domestic Product","2.07534",""
"2012","Slovenia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.812118",""
"2012","Slovakia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.678660",""
"2012","Finland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.20662",""
"2012","Sweden","Purchasing power parities (EU28=1)","Gross Domestic Product","11.5182",""
"2012","United Kingdom","Purchasing power parities (EU28=1)","Gross Domestic Product","0.919998",""
"2012","Iceland","Purchasing power parities (EU28=1)","Gross Domestic Product","181.726",""
"2012","Norway","Purchasing power parities (EU28=1)","Gross Domestic Product","11.9451",""
"2012","Switzerland","Purchasing power parities (EU28=1)","Gross Domestic Product","1.80335",""
"2012","Montenegro","Purchasing power parities (EU28=1)","Gross Domestic Product","0.490714",""
"2012","Former Yugoslav Republic of Macedonia, the","Purchasing power parities (EU28=1)","Gross Domestic Product","25.0768",""
"2012","Albania","Purchasing power parities (EU28=1)","Gross Domestic Product","58.6414",""
"2012","Serbia","Purchasing power parities (EU28=1)","Gross Domestic Product","50.6366",""
"2012","Turkey","Purchasing power parities (EU28=1)","Gross Domestic Product","1.35655",""
"2012","Bosnia and Herzegovina","Purchasing power parities (EU28=1)","Gross Domestic Product","0.932097",""
"2012","Kosovo (under United Nations Security Council Resolution 1244/99)","Purchasing power parities (EU28=1)","Gross Domestic Product",":",""
"2012","United States","Purchasing power parities (EU28=1)","Gross Domestic Product","1.32218",""
"2012","Japan","Purchasing power parities (EU28=1)","Gross Domestic Product","137.869",""
"2013","European Union (28 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00000",""
"2013","European Union (27 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00177",""
"2013","European Union (25 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.01642",""
"2013","European Union (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.06382",""
"2013","Euro area (19 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.02949",""
"2013","Euro area (18 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03205",""
"2013","Euro area (17 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03329",""
"2013","Euro area (16 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03416",""
"2013","Euro area (15 countries)","Purchasing power parities (EU28=1)","Gross Domestic Product","1.03834",""
