Country or area;Currency;Year;Gross National Income
Mauritania;Ouguiya;2007;8.77065E+11
Mauritania;Ouguiya;2008;9.55459E+11
Mauritania;Ouguiya;2009;9.43048E+11
Mauritania;Ouguiya;2010;1.1741E+12
Mauritania;Ouguiya;2011;1.39642E+12
Mauritania;Ouguiya;2012;1.38056E+12
Mauritania;Ouguiya;2013;1.46219E+12
Mauritania;Ouguiya;2014;1.4649E+12
Mauritius;Mauritius Rupee;1970;1096794277
Mauritius;Mauritius Rupee;1971;1217298676
Mauritius;Mauritius Rupee;1972;1478731949
Mauritius;Mauritius Rupee;1973;1902539793
Mauritius;Mauritius Rupee;1974;3294467725
Mauritius;Mauritius Rupee;1975;3505861035
Mauritius;Mauritius Rupee;1976;4843664110
Mauritius;Mauritius Rupee;1977;5540138688
Mauritius;Mauritius Rupee;1978;6341799310
Mauritius;Mauritius Rupee;1979;7693899517
Mauritius;Mauritius Rupee;1980;8699804882
Mauritius;Mauritius Rupee;1981;10009013693
Mauritius;Mauritius Rupee;1982;11465278720
Mauritius;Mauritius Rupee;1983;12538584851
Mauritius;Mauritius Rupee;1984;14025486589
Mauritius;Mauritius Rupee;1985;16255839197
Mauritius;Mauritius Rupee;1986;19373635218
Mauritius;Mauritius Rupee;1987;23532058211
Mauritius;Mauritius Rupee;1988;27787497458
Mauritius;Mauritius Rupee;1989;32640352582
Mauritius;Mauritius Rupee;1990;38496049400
Mauritius;Mauritius Rupee;1991;43854410266
Mauritius;Mauritius Rupee;1992;50861026218
Mauritius;Mauritius Rupee;1993;58203550362
Mauritius;Mauritius Rupee;1994;64160083549
Mauritius;Mauritius Rupee;1995;70561465362
Mauritius;Mauritius Rupee;1996;79261736105
Mauritius;Mauritius Rupee;1997;88569260527
Mauritius;Mauritius Rupee;1998;1.00273E+11
Mauritius;Mauritius Rupee;1999;1.0842E+11
Mauritius;Mauritius Rupee;2000;1.21107E+11
Mauritius;Mauritius Rupee;2001;1.34286E+11
Mauritius;Mauritius Rupee;2002;1.44864E+11
Mauritius;Mauritius Rupee;2003;1.60401E+11
Mauritius;Mauritius Rupee;2004;1.79651E+11
Mauritius;Mauritius Rupee;2005;1.89975E+11
Mauritius;Mauritius Rupee;2006;2.14216E+11
Mauritius;Mauritius Rupee;2007;2.49577E+11
Mauritius;Mauritius Rupee;2008;2.76389E+11
Mauritius;Mauritius Rupee;2009;2.81021E+11
Mauritius;Mauritius Rupee;2010;3.02775E+11
Mauritius;Mauritius Rupee;2011;3.23849E+11
Mauritius;Mauritius Rupee;2012;3.44955E+11
Mauritius;Mauritius Rupee;2013;3.66637E+11
Mauritius;Mauritius Rupee;2014;3.80281E+11
Mexico;Mexican Peso;1970;544319592
Mexico;Mexican Peso;1971;600049618
Mexico;Mexican Peso;1972;691638105
Mexico;Mexican Peso;1973;844877869
Mexico;Mexican Peso;1974;1097834330
Mexico;Mexican Peso;1975;1342814840
Mexico;Mexican Peso;1976;1665322090
Mexico;Mexican Peso;1977;2241472024
Mexico;Mexican Peso;1978;2835347989
Mexico;Mexican Peso;1979;3710800026
Mexico;Mexican Peso;1980;5161275623
Mexico;Mexican Peso;1981;7026713814
Mexico;Mexican Peso;1982;10984561041
Mexico;Mexican Peso;1983;20001152549
Mexico;Mexican Peso;1984;33113715663
Mexico;Mexican Peso;1985;53819178544
Mexico;Mexican Peso;1986;89087901050
Mexico;Mexican Peso;1987;2.19298E+11
Mexico;Mexican Peso;1988;4.46846E+11
Mexico;Mexican Peso;1989;5.90389E+11
Mexico;Mexican Peso;1990;7.98442E+11
Mexico;Mexican Peso;1991;1.03128E+12
Mexico;Mexican Peso;1992;1.22382E+12
Mexico;Mexican Peso;1993;1.36281E+12
Mexico;Mexican Peso;1994;1.53876E+12
Mexico;Mexican Peso;1995;1.95758E+12
Mexico;Mexican Peso;1996;2.70386E+12
Mexico;Mexican Peso;1997;3.43455E+12
Mexico;Mexican Peso;1998;4.16051E+12
Mexico;Mexican Peso;1999;4.99871E+12
Mexico;Mexican Peso;2000;5.98498E+12
Mexico;Mexican Peso;2001;6.34932E+12
Mexico;Mexican Peso;2002;6.86684E+12
Mexico;Mexican Peso;2003;7.55586E+12
Mexico;Mexican Peso;2004;8.56619E+12
Mexico;Mexican Peso;2005;9.25813E+12
Mexico;Mexican Peso;2006;1.03033E+13
Mexico;Mexican Peso;2007;1.11496E+13
Mexico;Mexican Peso;2008;1.20462E+13
Mexico;Mexican Peso;2009;1.18809E+13
Mexico;Mexican Peso;2010;1.31227E+13
Mexico;Mexican Peso;2011;1.42759E+13
Mexico;Mexican Peso;2012;1.52779E+13
Mexico;Mexican Peso;2013;1.56198E+13
Mexico;Mexican Peso;2014;1.66325E+13
Micronesia (Federated States of);US Dollar;1970;22363353
Micronesia (Federated States of);US Dollar;1971;24498554
Micronesia (Federated States of);US Dollar;1972;28238015
Micronesia (Federated States of);US Dollar;1973;39162216
Micronesia (Federated States of);US Dollar;1974;51824621
Micronesia (Federated States of);US Dollar;1975;51852800
Micronesia (Federated States of);US Dollar;1976;52666015
Micronesia (Federated States of);US Dollar;1977;53294182
Micronesia (Federated States of);US Dollar;1978;60259256
Micronesia (Federated States of);US Dollar;1979;67653334
Micronesia (Federated States of);US Dollar;1980;72174684
Micronesia (Federated States of);US Dollar;1981;86302448
Micronesia (Federated States of);US Dollar;1982;90818513
Micronesia (Federated States of);US Dollar;1983;92969014
Micronesia (Federated States of);US Dollar;1984;94811307
Micronesia (Federated States of);US Dollar;1985;115616525
Micronesia (Federated States of);US Dollar;1986;128929294
Micronesia (Federated States of);US Dollar;1987;136312808
Micronesia (Federated States of);US Dollar;1988;152649726
Micronesia (Federated States of);US Dollar;1989;162743541
Micronesia (Federated States of);US Dollar;1990;180147595
Micronesia (Federated States of);US Dollar;1991;197659952
Micronesia (Federated States of);US Dollar;1992;205705974
Micronesia (Federated States of);US Dollar;1993;217439701
Micronesia (Federated States of);US Dollar;1994;222726079
Micronesia (Federated States of);US Dollar;1995;232930584
Micronesia (Federated States of);US Dollar;1996;228962573
Micronesia (Federated States of);US Dollar;1997;209215650
Micronesia (Federated States of);US Dollar;1998;220234616
Micronesia (Federated States of);US Dollar;1999;226449363
Micronesia (Federated States of);US Dollar;2000;239262615
Micronesia (Federated States of);US Dollar;2001;244952025
Micronesia (Federated States of);US Dollar;2002;245716995
Micronesia (Federated States of);US Dollar;2003;248667629
Micronesia (Federated States of);US Dollar;2004;246234062
Micronesia (Federated States of);US Dollar;2005;258091905
Micronesia (Federated States of);US Dollar;2006;261491906
Micronesia (Federated States of);US Dollar;2007;265747729
Micronesia (Federated States of);US Dollar;2008;268572708
Micronesia (Federated States of);US Dollar;2009;293769181
Micronesia (Federated States of);US Dollar;2010;304600583
Micronesia (Federated States of);US Dollar;2011;319920966
Micronesia (Federated States of);US Dollar;2012;342147239
Micronesia (Federated States of);US Dollar;2013;341963711
Micronesia (Federated States of);US Dollar;2014;334814602
Monaco;Euro;1970;240533851
Monaco;Euro;1971;268345488
Monaco;Euro;1972;299618799
Monaco;Euro;1973;343575375
Monaco;Euro;1974;400678682
Monaco;Euro;1975;451333549
Monaco;Euro;1976;521465335
Monaco;Euro;1977;586849956
Monaco;Euro;1978;666834638
Monaco;Euro;1979;761816089
Monaco;Euro;1980;864390335
Monaco;Euro;1981;975892456
Monaco;Euro;1982;1121376194
Monaco;Euro;1983;1245088582
Monaco;Euro;1984;1353481872
Monaco;Euro;1985;1450486924
Monaco;Euro;1986;1559858638
Monaco;Euro;1987;1639911981
Monaco;Euro;1988;1772689566
Monaco;Euro;1989;1910876134
Monaco;Euro;1990;2019074885
Monaco;Euro;1991;2092475711
Monaco;Euro;1992;2168249167
Monaco;Euro;1993;2190302792
Monaco;Euro;1994;2262666070
Monaco;Euro;1995;2336328191
Monaco;Euro;1996;2401142542
Monaco;Euro;1997;2478937691
Monaco;Euro;1998;2591536486
Monaco;Euro;1999;2685722611
Monaco;Euro;2000;2832856127
Monaco;Euro;2001;2946006119
Monaco;Euro;2002;3040663337
Monaco;Euro;2003;3123016833
Monaco;Euro;2004;3262860809
Monaco;Euro;2005;3379619333
Monaco;Euro;2006;3652983051
Monaco;Euro;2007;4287350473
Monaco;Euro;2008;4421417392
Monaco;Euro;2009;3924785805
Monaco;Euro;2010;4048814954
Monaco;Euro;2011;4374204305
Monaco;Euro;2012;4469800000
Monaco;Euro;2013;4936000000
Monaco;Euro;2014;5321300000
Mongolia;Tugrik;1970;5888395149
Mongolia;Tugrik;1971;6164795440
Mongolia;Tugrik;1972;6387748161
Mongolia;Tugrik;1973;6955819478
Mongolia;Tugrik;1974;7250544650
Mongolia;Tugrik;1975;7722410340
Mongolia;Tugrik;1976;8023243806
Mongolia;Tugrik;1977;8647816839
Mongolia;Tugrik;1978;9298350120
Mongolia;Tugrik;1979;9695389212
Mongolia;Tugrik;1980;10315381025
Mongolia;Tugrik;1981;11459730359
Mongolia;Tugrik;1982;12820392928
Mongolia;Tugrik;1983;13766830986
Mongolia;Tugrik;1984;14121519744
Mongolia;Tugrik;1985;14713088633
Mongolia;Tugrik;1986;14526904097
Mongolia;Tugrik;1987;15065612454
Mongolia;Tugrik;1988;16260657383
Mongolia;Tugrik;1989;17220085060
Mongolia;Tugrik;1990;16769778275
Mongolia;Tugrik;1991;32336934344
Mongolia;Tugrik;1992;82446192958
Mongolia;Tugrik;1993;2.78988E+11
Mongolia;Tugrik;1994;4.91139E+11
Mongolia;Tugrik;1995;7.63854E+11
Mongolia;Tugrik;1996;8.9038E+11
Mongolia;Tugrik;1997;1.14646E+12
Mongolia;Tugrik;1998;1.13834E+12
Mongolia;Tugrik;1999;1.28323E+12
Mongolia;Tugrik;2000;1.41128E+12
Mongolia;Tugrik;2001;1.58997E+12
Mongolia;Tugrik;2002;1.7891E+12
Mongolia;Tugrik;2003;2.09482E+12
Mongolia;Tugrik;2004;2.79613E+12
Mongolia;Tugrik;2005;3.48225E+12
Mongolia;Tugrik;2006;4.6476E+12
Mongolia;Tugrik;2007;5.65869E+12
Mongolia;Tugrik;2008;7.42449E+12
Mongolia;Tugrik;2009;7.37248E+12
Mongolia;Tugrik;2010;8.94459E+12
Mongolia;Tugrik;2011;1.21065E+13
Mongolia;Tugrik;2012;1.53996E+13
Mongolia;Tugrik;2013;1.80913E+13
Mongolia;Tugrik;2014;2.043E+13
Montenegro;Euro;1990;1863253365
Montenegro;Euro;1991;1563401378
Montenegro;Euro;1992;1242302138
Montenegro;Euro;1993;728043956
Montenegro;Euro;1994;737250196
Montenegro;Euro;1995;935125594
Montenegro;Euro;1996;706276669
Montenegro;Euro;1997;788213483
Montenegro;Euro;1998;811739515
Montenegro;Euro;1999;824860265
Montenegro;Euro;2000;1119460800
Montenegro;Euro;2001;1359797599
Montenegro;Euro;2002;1436261818
Montenegro;Euro;2003;1597958129
Montenegro;Euro;2004;1756073421
Montenegro;Euro;2005;1835006100
Montenegro;Euro;2006;2185234500
Montenegro;Euro;2007;2711728435
Montenegro;Euro;2008;3131414985
Montenegro;Euro;2009;2986345105
Montenegro;Euro;2010;3103203179
Montenegro;Euro;2011;3291299232
Montenegro;Euro;2012;3235861510
Montenegro;Euro;2013;3428722869
Montenegro;Euro;2014;3503870672
Montserrat;East Caribbean Dollar;1970;15578924
Montserrat;East Caribbean Dollar;1971;17643106
Montserrat;East Caribbean Dollar;1972;19997228
Montserrat;East Caribbean Dollar;1973;22700336
Montserrat;East Caribbean Dollar;1974;26041070
Montserrat;East Caribbean Dollar;1975;31151533
Montserrat;East Caribbean Dollar;1976;32873307
Montserrat;East Caribbean Dollar;1977;37398634
Montserrat;East Caribbean Dollar;1978;42783747
Montserrat;East Caribbean Dollar;1979;51782943
Montserrat;East Caribbean Dollar;1980;76419699
Montserrat;East Caribbean Dollar;1981;89864214
Montserrat;East Caribbean Dollar;1982;99379304
Montserrat;East Caribbean Dollar;1983;105532447
Montserrat;East Caribbean Dollar;1984;112577278
Montserrat;East Caribbean Dollar;1985;115026087
Montserrat;East Caribbean Dollar;1986;122504289
Montserrat;East Caribbean Dollar;1987;132545585
Montserrat;East Caribbean Dollar;1988;152606655
Montserrat;East Caribbean Dollar;1989;170267190
Montserrat;East Caribbean Dollar;1990;200183936
Montserrat;East Caribbean Dollar;1991;169306753
Montserrat;East Caribbean Dollar;1992;178897228
Montserrat;East Caribbean Dollar;1993;171909220
Montserrat;East Caribbean Dollar;1994;185409995
Montserrat;East Caribbean Dollar;1995;179767119
Montserrat;East Caribbean Dollar;1996;144361292
Montserrat;East Caribbean Dollar;1997;112557470
Montserrat;East Caribbean Dollar;1998;101292111
Montserrat;East Caribbean Dollar;1999;83939439
Montserrat;East Caribbean Dollar;2000;89770000
Montserrat;East Caribbean Dollar;2001;95270000
Montserrat;East Caribbean Dollar;2002;99290000
Montserrat;East Caribbean Dollar;2003;108240000
Montserrat;East Caribbean Dollar;2004;109830000
Montserrat;East Caribbean Dollar;2005;124360000
Montserrat;East Caribbean Dollar;2006;134180000
Montserrat;East Caribbean Dollar;2007;135880000
Montserrat;East Caribbean Dollar;2008;142980000
Montserrat;East Caribbean Dollar;2009;150640000
Montserrat;East Caribbean Dollar;2010;139610000
Montserrat;East Caribbean Dollar;2011;162410000
Montserrat;East Caribbean Dollar;2012;162820000
Montserrat;East Caribbean Dollar;2013;157140000
Montserrat;East Caribbean Dollar;2014;164630000
Morocco;Moroccan Dirham;1970;23311965616
Morocco;Moroccan Dirham;1971;24992320498
Morocco;Moroccan Dirham;1972;27311683575
Morocco;Moroccan Dirham;1973;30080719084
Morocco;Moroccan Dirham;1974;39559340637
Morocco;Moroccan Dirham;1975;42860882976
Morocco;Moroccan Dirham;1976;49783471750
Morocco;Moroccan Dirham;1977;57972243428
Morocco;Moroccan Dirham;1978;63948153396
Morocco;Moroccan Dirham;1979;71687252641
Morocco;Moroccan Dirham;1980;84668585779
Morocco;Moroccan Dirham;1981;88774805103
Morocco;Moroccan Dirham;1982;1.04407E+11
Morocco;Moroccan Dirham;1983;1.11566E+11
Morocco;Moroccan Dirham;1984;1.26914E+11
Morocco;Moroccan Dirham;1985;1.44203E+11
Morocco;Moroccan Dirham;1986;1.751E+11
Morocco;Moroccan Dirham;1987;1.77372E+11
Morocco;Moroccan Dirham;1988;2.04944E+11
Morocco;Moroccan Dirham;1989;2.18138E+11
Morocco;Moroccan Dirham;1990;2.42504E+11
Morocco;Moroccan Dirham;1991;2.75105E+11
Morocco;Moroccan Dirham;1992;2.77081E+11
Morocco;Moroccan Dirham;1993;2.81542E+11
Morocco;Moroccan Dirham;1994;3.20605E+11
Morocco;Moroccan Dirham;1995;3.2019E+11
Morocco;Moroccan Dirham;1996;3.66436E+11
Morocco;Moroccan Dirham;1997;3.65065E+11
Morocco;Moroccan Dirham;1998;3.97471E+11
Morocco;Moroccan Dirham;1999;4.02923E+11
Morocco;Moroccan Dirham;2000;4.06399E+11
Morocco;Moroccan Dirham;2001;4.40554E+11
Morocco;Moroccan Dirham;2002;4.61195E+11
Morocco;Moroccan Dirham;2003;4.95467E+11
Morocco;Moroccan Dirham;2004;5.26441E+11
Morocco;Moroccan Dirham;2005;5.5259E+11
Morocco;Moroccan Dirham;2006;6.03735E+11
Morocco;Moroccan Dirham;2007;6.45213E+11
Morocco;Moroccan Dirham;2008;7.15437E+11
Morocco;Moroccan Dirham;2009;7.38156E+11
Morocco;Moroccan Dirham;2010;7.73816E+11
Morocco;Moroccan Dirham;2011;8.06244E+11
Morocco;Moroccan Dirham;2012;8.30762E+11
Morocco;Moroccan Dirham;2013;8.89123E+11
Morocco;Moroccan Dirham;2014;9.03877E+11
Mozambique;Metical;1970;103867890
Mozambique;Metical;1971;113889716
Mozambique;Metical;1972;121831955
Mozambique;Metical;1973;129965003
Mozambique;Metical;1974;140782580
Mozambique;Metical;1975;146803898
Mozambique;Metical;1976;158160806
Mozambique;Metical;1977;160894796
Mozambique;Metical;1978;165631211
Mozambique;Metical;1979;173792985
Mozambique;Metical;1980;186903776
Mozambique;Metical;1981;195132709
Mozambique;Metical;1982;217743308
Mozambique;Metical;1983;214398099
Mozambique;Metical;1984;255627454
Mozambique;Metical;1985;341919821
Mozambique;Metical;1986;384000222
Mozambique;Metical;1987;941019857
Mozambique;Metical;1988;1472447679
Mozambique;Metical;1989;2201936679
Mozambique;Metical;1990;3085145107
Mozambique;Metical;1991;4416029234
Mozambique;Metical;1992;5362834900
Mozambique;Metical;1993;8676073720
Mozambique;Metical;1994;13794579576
Mozambique;Metical;1995;21367977703
Mozambique;Metical;1996;35541923549
Mozambique;Metical;1997;44410049132
Mozambique;Metical;1998;49106991614
Mozambique;Metical;1999;61141080614
Mozambique;Metical;2000;66596661529
Mozambique;Metical;2001;86702267470
Mozambique;Metical;2002;1.02388E+11
Mozambique;Metical;2003;1.28484E+11
Mozambique;Metical;2004;1.46444E+11
Mozambique;Metical;2005;1.68732E+11
Mozambique;Metical;2006;1.94263E+11
Mozambique;Metical;2007;2.26891E+11
Mozambique;Metical;2008;2.62419E+11
Mozambique;Metical;2009;2.87697E+11
Mozambique;Metical;2010;3.42586E+11
Mozambique;Metical;2011;3.75153E+11
Mozambique;Metical;2012;4.30756E+11
Mozambique;Metical;2013;4.85936E+11
Mozambique;Metical;2014;5.35001E+11
Myanmar;Kyat;1970;13224408501
Myanmar;Kyat;1971;13535059694
Myanmar;Kyat;1972;14360906075
Myanmar;Kyat;1973;16870405218
Myanmar;Kyat;1974;19926323825
Myanmar;Kyat;1975;24150617781
Myanmar;Kyat;1976;28231452939
Myanmar;Kyat;1977;30459708657
Myanmar;Kyat;1978;32724087093
Myanmar;Kyat;1979;36316749508
Myanmar;Kyat;1980;39682354832
Myanmar;Kyat;1981;44081069916
Myanmar;Kyat;1982;47954457461
Myanmar;Kyat;1983;50894846779
Myanmar;Kyat;1984;54782683411
Myanmar;Kyat;1985;57185360257
Myanmar;Kyat;1986;60242374354
Myanmar;Kyat;1987;70364992268
Myanmar;Kyat;1988;78419326506
Myanmar;Kyat;1989;1.28351E+11
Myanmar;Kyat;1990;1.56863E+11
Myanmar;Kyat;1991;1.92494E+11
Myanmar;Kyat;1992;2.57237E+11
Myanmar;Kyat;1993;3.71437E+11
Myanmar;Kyat;1994;4.87531E+11
Myanmar;Kyat;1995;6.23416E+11
Myanmar;Kyat;1996;8.17265E+11
Myanmar;Kyat;1997;1.14507E+12
Myanmar;Kyat;1998;1.60981E+12
Myanmar;Kyat;1999;2.19028E+12
Myanmar;Kyat;2000;2.55262E+12
Myanmar;Kyat;2001;3.54827E+12
Myanmar;Kyat;2002;5.62523E+12
Myanmar;Kyat;2003;7.7166E+12
Myanmar;Kyat;2004;9.07884E+12
Myanmar;Kyat;2005;1.22868E+13
Myanmar;Kyat;2006;1.6853E+13
Myanmar;Kyat;2007;2.33366E+13
Myanmar;Kyat;2008;2.92336E+13
Myanmar;Kyat;2009;3.38938E+13
Myanmar;Kyat;2010;3.97391E+13
Myanmar;Kyat;2011;4.63009E+13
Myanmar;Kyat;2012;5.11854E+13
Myanmar;Kyat;2013;5.78157E+13
Myanmar;Kyat;2014;6.53593E+13
Namibia;Namibian Dollar;1970;369633164
Namibia;Namibian Dollar;1971;411085744
Namibia;Namibian Dollar;1972;446538463
Namibia;Namibian Dollar;1973;509349525
Namibia;Namibian Dollar;1974;610311399
Namibia;Namibian Dollar;1975;699908989
Namibia;Namibian Dollar;1976;796584229
Namibia;Namibian Dollar;1977;887805194
Namibia;Namibian Dollar;1978;1032088399
Namibia;Namibian Dollar;1979;1237626181
Namibia;Namibian Dollar;1980;1499200563
Namibia;Namibian Dollar;1981;1711560897
Namibia;Namibian Dollar;1982;1894338696
Namibia;Namibian Dollar;1983;2140507640
Namibia;Namibian Dollar;1984;2297928982
Namibia;Namibian Dollar;1985;2441615576
Namibia;Namibian Dollar;1986;3018474989
Namibia;Namibian Dollar;1987;3875311956
Namibia;Namibian Dollar;1988;4928661471
Namibia;Namibian Dollar;1989;6117245427
Namibia;Namibian Dollar;1990;7034431973
Namibia;Namibian Dollar;1991;8147178243
Namibia;Namibian Dollar;1992;9261068138
Namibia;Namibian Dollar;1993;10847274795
Namibia;Namibian Dollar;1994;13414710948
Namibia;Namibian Dollar;1995;15181610216
Namibia;Namibian Dollar;1996;17521465169
Namibia;Namibian Dollar;1997;19505653020
Namibia;Namibian Dollar;1998;22041067698
Namibia;Namibian Dollar;1999;23533497177
Namibia;Namibian Dollar;2000;27355488992
Namibia;Namibian Dollar;2001;30525518067
Namibia;Namibian Dollar;2002;35785718685
Namibia;Namibian Dollar;2003;39035712134
Namibia;Namibian Dollar;2004;43217150117
Namibia;Namibian Dollar;2005;45462643730
Namibia;Namibian Dollar;2006;53670343321
Namibia;Namibian Dollar;2007;60438934981
Namibia;Namibian Dollar;2008;68765702834
Namibia;Namibian Dollar;2009;73790133129
Namibia;Namibian Dollar;2010;79365597367
Namibia;Namibian Dollar;2011;87690731138
Namibia;Namibian Dollar;2012;1.02616E+11
Namibia;Namibian Dollar;2013;1.24034E+11
Namibia;Namibian Dollar;2014;1.44516E+11
Nauru;Australian Dollar;1970;14357378
Nauru;Australian Dollar;1971;15533293
Nauru;Australian Dollar;1972;17025908
Nauru;Australian Dollar;1973;18949537
Nauru;Australian Dollar;1974;22349998
Nauru;Australian Dollar;1975;26878090
Nauru;Australian Dollar;1976;29248182
Nauru;Australian Dollar;1977;32267815
Nauru;Australian Dollar;1978;33878066
Nauru;Australian Dollar;1979;35794051
Nauru;Australian Dollar;1980;38559959
Nauru;Australian Dollar;1981;40742822
Nauru;Australian Dollar;1982;43856276
Nauru;Australian Dollar;1983;47365587
Nauru;Australian Dollar;1984;47860552
Nauru;Australian Dollar;1985;49572406
Nauru;Australian Dollar;1986;52252794
Nauru;Australian Dollar;1987;55478019
Nauru;Australian Dollar;1988;57775052
Nauru;Australian Dollar;1989;60391424
Nauru;Australian Dollar;1990;66102653
Nauru;Australian Dollar;1991;61246502
Nauru;Australian Dollar;1992;60814919
Nauru;Australian Dollar;1993;56756960
Nauru;Australian Dollar;1994;52540250
Nauru;Australian Dollar;1995;49338545
Nauru;Australian Dollar;1996;45100689
Nauru;Australian Dollar;1997;43543849
Nauru;Australian Dollar;1998;40322977
Nauru;Australian Dollar;1999;39598409
Nauru;Australian Dollar;2000;39725222
Nauru;Australian Dollar;2001;37854832
Nauru;Australian Dollar;2002;36529297
Nauru;Australian Dollar;2003;41176749
Nauru;Australian Dollar;2004;36031717
Nauru;Australian Dollar;2005;40139149
Nauru;Australian Dollar;2006;29272481
Nauru;Australian Dollar;2007;30500793
Nauru;Australian Dollar;2008;53254539
Nauru;Australian Dollar;2009;69672594
Nauru;Australian Dollar;2010;66961025
Nauru;Australian Dollar;2011;80769103
Nauru;Australian Dollar;2012;107867622
Nauru;Australian Dollar;2013;142422660
Nauru;Australian Dollar;2014;192719238
Nepal;Nepalese Rupee;1970;10537702780
Nepal;Nepalese Rupee;1971;10742014992
Nepal;Nepalese Rupee;1972;12461843080
Nepal;Nepalese Rupee;1973;11981108464
Nepal;Nepalese Rupee;1974;15393122400
Nepal;Nepalese Rupee;1975;17459330303
Nepal;Nepalese Rupee;1976;18323068404
Nepal;Nepalese Rupee;1977;18248411569
Nepal;Nepalese Rupee;1978;20761858336
Nepal;Nepalese Rupee;1979;23439135378
Nepal;Nepalese Rupee;1980;24724891975
Nepal;Nepalese Rupee;1981;28902564014
Nepal;Nepalese Rupee;1982;32769165908
Nepal;Nepalese Rupee;1983;35729516782
Nepal;Nepalese Rupee;1984;41491572756
Nepal;Nepalese Rupee;1985;48991473937
Nepal;Nepalese Rupee;1986;58525773862
Nepal;Nepalese Rupee;1987;67468003612
Nepal;Nepalese Rupee;1988;81378023568
Nepal;Nepalese Rupee;1989;94161969601
Nepal;Nepalese Rupee;1990;1.09237E+11
Nepal;Nepalese Rupee;1991;1.27038E+11
Nepal;Nepalese Rupee;1992;1.57818E+11
Nepal;Nepalese Rupee;1993;1.81152E+11
Nepal;Nepalese Rupee;1994;2.10631E+11
Nepal;Nepalese Rupee;1995;2.32257E+11
Nepal;Nepalese Rupee;1996;2.61796E+11
Nepal;Nepalese Rupee;1997;2.95697E+11
Nepal;Nepalese Rupee;1998;3.18194E+11
Nepal;Nepalese Rupee;1999;3.6594E+11
Nepal;Nepalese Rupee;2000;4.07101E+11
Nepal;Nepalese Rupee;2001;4.4322E+11
Nepal;Nepalese Rupee;2002;4.58838E+11
Nepal;Nepalese Rupee;2003;4.91556E+11
Nepal;Nepalese Rupee;2004;5.35065E+11
Nepal;Nepalese Rupee;2005;5.91048E+11
Nepal;Nepalese Rupee;2006;6.5904E+11
Nepal;Nepalese Rupee;2007;7.35259E+11
Nepal;Nepalese Rupee;2008;8.23605E+11
Nepal;Nepalese Rupee;2009;1.00002E+12
Nepal;Nepalese Rupee;2010;1.20189E+12
Nepal;Nepalese Rupee;2011;1.3745E+12
Nepal;Nepalese Rupee;2012;1.53963E+12
Nepal;Nepalese Rupee;2013;1.70809E+12
Nepal;Nepalese Rupee;2014;1.9745E+12
Netherlands;Euro;1970;63138300000
Netherlands;Euro;1971;71232000000
Netherlands;Euro;1972;79954800000
Netherlands;Euro;1973;92308600000
Netherlands;Euro;1974;1.04739E+11
Netherlands;Euro;1975;1.14569E+11
Netherlands;Euro;1976;1.31362E+11
Netherlands;Euro;1977;1.42266E+11
Netherlands;Euro;1978;1.52774E+11
Netherlands;Euro;1979;1.63628E+11
Netherlands;Euro;1980;1.75376E+11
Netherlands;Euro;1981;1.83681E+11
Netherlands;Euro;1982;1.89768E+11
Netherlands;Euro;1983;1.97415E+11
Netherlands;Euro;1984;2.08844E+11
Netherlands;Euro;1985;2.13287E+11
Netherlands;Euro;1986;2.19945E+11
Netherlands;Euro;1987;2.24439E+11
Netherlands;Euro;1988;2.33166E+11
Netherlands;Euro;1989;2.47293E+11
Netherlands;Euro;1990;2.57895E+11
Netherlands;Euro;1991;2.73583E+11
Netherlands;Euro;1992;2.84063E+11
Netherlands;Euro;1993;2.9434E+11
Netherlands;Euro;1994;3.11387E+11
Netherlands;Euro;1995;3.30355E+11
Netherlands;Euro;1996;3.46667E+11
Netherlands;Euro;1997;3.68903E+11
Netherlands;Euro;1998;3.88577E+11
Netherlands;Euro;1999;4.21191E+11
Netherlands;Euro;2000;4.56855E+11
Netherlands;Euro;2001;4.76297E+11
Netherlands;Euro;2002;4.95312E+11
Netherlands;Euro;2003;5.13821E+11
Netherlands;Euro;2004;5.33217E+11
Netherlands;Euro;2005;5.47771E+11
Netherlands;Euro;2006;5.91151E+11
Netherlands;Euro;2007;6.22586E+11
Netherlands;Euro;2008;6.27275E+11
Netherlands;Euro;2009;6.18092E+11
Netherlands;Euro;2010;6.36626E+11
Netherlands;Euro;2011;6.54687E+11
Netherlands;Euro;2012;6.5845E+11
Netherlands;Euro;2013;6.63703E+11
Netherlands;Euro;2014;6.71126E+11
New Caledonia;CFP Franc;1970;38204000000
New Caledonia;CFP Franc;1971;43984000000
New Caledonia;CFP Franc;1972;46684000000
New Caledonia;CFP Franc;1973;44129000000
New Caledonia;CFP Franc;1974;56344000000
New Caledonia;CFP Franc;1975;63643000000
New Caledonia;CFP Franc;1976;69366000000
New Caledonia;CFP Franc;1977;74831000000
New Caledonia;CFP Franc;1978;69420000000
New Caledonia;CFP Franc;1979;81006000000
New Caledonia;CFP Franc;1980;90847000000
New Caledonia;CFP Franc;1981;96304000000
New Caledonia;CFP Franc;1982;1.08093E+11
New Caledonia;CFP Franc;1983;1.14161E+11
New Caledonia;CFP Franc;1984;1.26489E+11
New Caledonia;CFP Franc;1985;1.3965E+11
New Caledonia;CFP Franc;1986;1.51281E+11
New Caledonia;CFP Franc;1987;1.62627E+11
